transaction_id,date,customer_id,amount,category,region,payment_method,merchant_name
TXN_003211,2024-01-30,CUST_6679,1987.56,IT Services,West,Card,Learning Academy
TXN_003434,2024-01-30,CUST_2361,1890.6,,North,Card,British Airways
TXN_003556,2024-01-30,CUST_6097,720.06,,West,Direct Debit,Tech Solutions Ltd
TXN_003582,2024-01-30,CUST_4700,1828.52,Travel,East,Transfer,Marketing Agency Ltd
TXN_003912,2024-01-30,CUST_3153,64.43,Training,,Direct Debit,Advisory Partners
TXN_003968,2024-01-30,CUST_8869,678.56,Office Supplies,West,Direct Debit,Software Vendor
TXN_004148,2024-01-30,CUST_3866,1582.34,Travel,East,Card,
TXN_004201,2024-01-30,CUST_8384,1029.08,IT Services,South,Direct Debit,Industrial Supply Co
TXN_004584,2024-01-30,CUST_8371,1265.66,Maintenance,East,Cash,Stationary World
TXN_004890,2024-01-30,CUST_2375,874.24,Training,South,Card,Maintenance Services
TXN_005349,2024-01-30,CUST_4565,1213.15,Maintenance,South,Cash,Power Supply Co
TXN_005632,2024-01-30,CUST_5887,,Travel,South,Cash,Office Depot
TXN_005910,2024-01-30,CUST_2860,62.03,Marketing,West,Direct Debit,
TXN_007059,2024-01-30,CUST_5613,72.19,,North,Direct Debit,
TXN_007135,2024-01-30,CUST_3374,1794.2,Equipment,South,Transfer,Office Depot
TXN_007671,2024-01-30,CUST_4126,72.05,,South,Direct Debit,Learning Academy
TXN_008138,2024-01-30,CUST_1777,1352.93,Legal,North,Cash,
TXN_009033,2024-01-30,CUST_1318,482.92,IT Services,East,Card,Stationary World
TXN_000503,2024-01-31,CUST_3539,11362.4,Training,South,Cash,
TXN_001109,2024-01-31,CUST_7819,523.36,Training,South,Direct Debit,Office Depot
TXN_002097,2024-01-31,CUST_3649,971.91,Office Supplies,East,Cash,
TXN_002432,2024-01-31,CUST_8230,1680.05,Marketing,South,Cash,
TXN_002599,2024-01-31,CUST_7563,1588.94,Legal,West,Card,Stationary World
TXN_002639,2024-01-31,CUST_6744,680.34,Travel,West,Direct Debit,Stationary World
TXN_002859,2024-01-31,CUST_5945,706.74,,North,Direct Debit,Power Supply Co
TXN_002997,2024-01-31,CUST_3204,1914.94,Training,East,Cash,British Airways
TXN_003169,2024-01-31,CUST_9445,13611.83,Consulting,South,Cash,British Airways
TXN_003470,2024-01-31,CUST_8352,707.96,Training,North,Card,Stationary World
TXN_003717,2024-01-31,CUST_1365,788.68,Consulting,West,Cash,Industrial Supply Co
TXN_004447,2024-01-31,CUST_5654,1500.17,Utilities,South,Cash,Stationary World
TXN_004626,2024-01-31,CUST_2466,892.92,Travel,East,Card,Tech Solutions Ltd
TXN_004650,2024-01-31,CUST_9982,840.23,Legal,West,Transfer,Industrial Supply Co
TXN_005081,2024-01-31,CUST_3716,982.94,it services,East,Card,Power Supply Co
TXN_005165,2024-01-31,CUST_7852,1061.0,,South,Card,Software Vendor
TXN_005294,2024-01-31,CUST_6398,65.45,Maintenance,North,Card,Industrial Supply Co
TXN_005377,2024-01-31,CUST_5212,6846.41,Marketing,East,Transfer,City Hotel
TXN_005600,2024-01-31,CUST_6918,179.98,,North,Card,Industrial Supply Co
TXN_005955,2024-01-31,CUST_7310,1215.65,Equipment,North,Direct Debit,Tech Solutions Ltd
TXN_006692,2024-01-31,CUST_6402,1049.99,Marketing,West,Direct Debit,Legal Advisors
TXN_006779,2024-01-31,CUST_4083,846.91,Marketing,East,Direct Debit,Conference Center
TXN_006912,2024-01-31,CUST_9893,915.79,Office Supplies,South,Card,Advisory Partners
TXN_006998,2024-01-31,CUST_8903,1402.32,Office Supplies,North,Transfer,City Hotel
TXN_007640,2024-01-31,CUST_3110,340.65,Consulting,West,Cash,Maintenance Services
TXN_007885,2024-01-31,CUST_8378,656.72,Maintenance,West,Direct Debit,Learning Academy
TXN_007953,2024-01-31,CUST_1625,428.55,Training,South,Cash,Cloud Services Inc
TXN_008147,2024-01-31,CUST_2046,1732.61,Legal,North,Transfer,Office Depot
TXN_008740,2024-01-31,CUST_2793,1339.73,Legal,South,Cash,
TXN_009584,2024-01-31,CUST_4439,1683.67,Travel,West,Card,Conference Center
TXN_009867,2024-01-31,CUST_8074,476.4,Equipment,East,Cash,
TXN_009872,2024-01-31,CUST_3366,,,North,Cash,Advisory Partners
TXN_000455,2024-02-01,CUST_4440,1319.9,Marketing,East,Cash,Industrial Supply Co
TXN_000970,2024-02-01,CUST_1966,1866.78,Utilities,East,Cash,Tech Solutions Ltd
TXN_001042,2024-02-01,CUST_7035,325.65,Travel,South,Direct Debit,Office Depot
TXN_002080,2024-02-01,CUST_4727,619.84,office supplies,East,Direct Debit,Office Depot
TXN_002127,2024-02-01,CUST_3563,449.24,Legal,East,Direct Debit,Power Supply Co
TXN_002616,2024-02-01,CUST_2635,450.47,,West,Direct Debit,Tech Solutions Ltd
TXN_003137,2024-02-01,CUST_3780,1074.28,Utilities,North,Transfer,Maintenance Services
TXN_003363,2024-02-01,CUST_2306,416.28,Marketing,West,Card,Software Vendor
TXN_003380,2024-02-01,CUST_5120,355.86,Equipment,South,Direct Debit,Software Vendor
TXN_003446,2024-02-01,CUST_8240,904.64,Training,North,Direct Debit,Cloud Services Inc
TXN_003635,2024-02-01,CUST_2505,1001.29,Equipment,North,Card,Marketing Agency Ltd
TXN_003959,2024-02-01,CUST_7855,13555.32,Consulting,South,Transfer,Software Vendor
TXN_004207,2024-02-01,CUST_9901,1399.84,IT Services,South,Transfer,Power Supply Co
TXN_005106,2024-02-01,CUST_7146,651.11,Utilities,North,Cash,Power Supply Co
TXN_005583,2024-02-01,CUST_1755,1359.63,Consulting,South,Card,City Hotel
TXN_005712,2024-02-01,CUST_4172,921.53,Marketing,West,Cash,Stationary World
TXN_005968,2024-02-01,CUST_6816,1699.02,Travel,North,Transfer,Conference Center
TXN_006217,2024-02-01,CUST_2840,127.75,Consulting,South,Direct Debit,Learning Academy
TXN_006227,2024-02-01,CUST_7985,,Office Supplies,East,Cash,British Airways
TXN_006711,2024-02-01,CUST_3665,94.97,Travel,North,Transfer,Cloud Services Inc
TXN_006796,2024-02-01,CUST_4959,1115.16,Travel,North,Card,Software Vendor
TXN_007542,2024-02-01,CUST_3846,1717.57,Equipment,West,Card,Tech Solutions Ltd
TXN_007564,2024-02-01,CUST_8842,1699.45,Consulting,East,Card,
TXN_007654,2024-02-01,CUST_6390,72.06,Equipment,East,Card,Conference Center
TXN_008024,2024-02-01,CUST_2193,1805.59,Marketing,West,Transfer,Maintenance Services
TXN_008280,2024-02-01,CUST_4816,1187.07,Consulting,West,Transfer,Conference Center
TXN_008575,2024-02-01,CUST_6944,1093.5,Office Supplies,East,Cash,British Airways
TXN_009837,2024-02-01,CUST_6878,1536.85,,South,Transfer,Power Supply Co
TXN_009899,2024-02-01,CUST_2499,899.9,Legal,North,Cash,Office Depot
TXN_009962,2024-02-01,CUST_9400,,IT Services,North,Card,Industrial Supply Co
TXN_000165,2024-02-02,CUST_5737,1318.35,Travel,West,Direct Debit,City Hotel
TXN_001730,2024-02-02,CUST_6752,153.99,Consulting,West,Card,Power Supply Co
TXN_002556,2024-02-02,CUST_1989,1149.24,Utilities,West,Direct Debit,Software Vendor
TXN_002791,2024-02-02,CUST_8295,410.31,it services,East,Card,Advisory Partners
TXN_004097,2024-02-02,CUST_7995,1100.95,IT Services,East,Card,Stationary World
TXN_004411,2024-02-02,CUST_2859,776.99,Travel,South,Transfer,Maintenance Services
TXN_004991,2024-02-02,CUST_6033,1494.16,IT Services,East,Card,Legal Advisors
TXN_005560,2024-02-02,CUST_3283,641.55,,North,Transfer,
TXN_005626,2024-02-02,CUST_6720,1941.67,Legal,North,Transfer,Advisory Partners
TXN_006721,2024-02-02,CUST_3555,126.63,Office Supplies,South,Cash,Maintenance Services
TXN_006956,2024-02-02,CUST_5259,1421.33,Travel,East,Transfer,
TXN_006969,2024-02-02,CUST_3902,559.3,travel,North,Cash,British Airways
TXN_007094,2024-02-02,CUST_1889,86.14,Consulting,West,Direct Debit,Stationary World
TXN_007188,2024-02-02,CUST_7941,10541.83,IT Services,North,Card,Marketing Agency Ltd
TXN_008450,2024-02-02,CUST_8978,432.03,Consulting,North,Cash,Cloud Services Inc
TXN_008535,2024-02-02,CUST_9494,1612.2,Marketing,West,Cash,Stationary World
TXN_008905,2024-02-02,CUST_9265,794.0,IT Services,West,Transfer,Tech Solutions Ltd
TXN_008982,2024-02-02,CUST_3218,1357.4,Legal,West,Direct Debit,Learning Academy
TXN_009705,2024-02-02,CUST_1244,1039.41,,North,Direct Debit,Industrial Supply Co
TXN_009963,2024-02-02,CUST_6594,1893.78,,North,Card,Legal Advisors
TXN_009995,2024-02-02,CUST_5215,1263.88,Legal,South,Card,Conference Center
TXN_000114,2024-02-03,CUST_8035,1035.81,Training,East,Transfer,Learning Academy
TXN_001100,2024-02-03,CUST_2386,837.81,Legal,South,Card,Industrial Supply Co
TXN_001199,2024-02-03,CUST_8980,1598.42,Equipment,West,Card,Office Depot
TXN_002797,2024-02-03,CUST_6037,1673.8,Marketing,North,Cash,Legal Advisors
TXN_002915,2024-02-03,CUST_5968,1045.75,Travel,West,Card,Conference Center
TXN_003176,2024-02-03,CUST_6445,1940.77,Maintenance,East,Cash,Stationary World
TXN_003348,2024-02-03,CUST_8162,,,North,Cash,Office Depot
TXN_003485,2024-02-03,CUST_3761,1608.0,Marketing,North,Card,Industrial Supply Co
TXN_003827,2024-02-03,CUST_6866,15060.67,Equipment,West,Cash,Tech Solutions Ltd
TXN_004735,2024-02-03,CUST_1861,1312.05,Legal,East,Card,Tech Solutions Ltd
TXN_005070,2024-02-03,CUST_8769,278.72,Consulting,South,Transfer,Legal Advisors
TXN_005119,2024-02-03,CUST_4569,1572.27,Office Supplies,South,Card,Learning Academy
TXN_005390,2024-02-03,CUST_1495,1553.64,,North,Direct Debit,
TXN_005490,2024-02-03,CUST_1523,1901.28,,West,Transfer,Learning Academy
TXN_005562,2024-02-03,CUST_7998,1560.24,Training,South,Cash,Marketing Agency Ltd
TXN_006817,2024-02-03,CUST_4803,756.22,IT Services,North,Cash,Office Depot
TXN_007339,2024-02-03,CUST_1946,239.93,Maintenance,East,Direct Debit,Advisory Partners
TXN_008300,2024-02-03,CUST_2054,1776.0,Consulting,West,Transfer,Power Supply Co
TXN_008301,2024-02-03,CUST_9572,342.65,Legal,,Card,
TXN_008548,2024-02-03,CUST_7818,352.95,Travel,North,Direct Debit,British Airways
TXN_008952,2024-02-03,CUST_4378,880.38,Utilities,North,Card,Tech Solutions Ltd
TXN_009454,2024-02-03,CUST_1613,699.91,Marketing,West,Cash,Power Supply Co
TXN_000194,2024-02-04,CUST_3811,378.97,Training,East,Transfer,Advisory Partners
TXN_000610,2024-02-04,CUST_5000,150.82,IT Services,East,Transfer,
TXN_000770,2024-02-04,CUST_6401,1416.17,Training,East,Direct Debit,Conference Center
TXN_000823,2024-02-04,CUST_3824,196.63,IT Services,East,Cash,Advisory Partners
TXN_001236,2024-02-04,CUST_5388,1916.26,Marketing,West,Card,Office Depot
TXN_001493,2024-02-04,CUST_8867,1381.02,utilities,North,Direct Debit,Marketing Agency Ltd
TXN_002604,2024-02-04,CUST_5020,1192.47,Legal,East,Card,Tech Solutions Ltd
TXN_003160,2024-02-04,CUST_1289,486.43,Maintenance,South,Direct Debit,
TXN_004051,2024-02-04,CUST_2874,6321.78,Utilities,South,Cash,Maintenance Services
TXN_004272,2024-02-04,CUST_4217,15967.09,Legal,North,Cash,Cloud Services Inc
TXN_004711,2024-02-04,CUST_8370,796.45,Utilities,West,Card,British Airways
TXN_005091,2024-02-04,CUST_1463,1923.33,,East,Card,Legal Advisors
TXN_006211,2024-02-04,CUST_6192,1701.81,IT Services,West,Direct Debit,Cloud Services Inc
TXN_006243,2024-02-04,CUST_8938,471.46,Equipment,North,Direct Debit,Advisory Partners
TXN_008121,2024-02-04,CUST_1565,305.82,Training,East,Cash,Maintenance Services
TXN_008566,2024-02-04,CUST_4104,1941.13,Consulting,South,Cash,
TXN_008584,2024-02-04,CUST_9011,1074.76,,East,Transfer,British Airways
TXN_008614,2024-02-04,CUST_2189,444.61,Travel,West,Transfer,
TXN_009412,2024-02-04,CUST_8444,729.12,consulting,East,Card,Marketing Agency Ltd
TXN_000258,2024-02-05,CUST_2693,449.58,IT Services,West,Card,Software Vendor
TXN_000276,2024-02-05,CUST_2060,1634.09,Legal,East,Transfer,Conference Center
TXN_000510,2024-02-05,CUST_3681,938.98,utilities,South,Direct Debit,Tech Solutions Ltd
TXN_000859,2024-02-05,CUST_3712,1008.06,Travel,North,Cash,Power Supply Co
TXN_001267,2024-02-05,CUST_3736,647.5,Equipment,East,Direct Debit,City Hotel
TXN_001532,2024-02-05,CUST_4714,1438.23,Marketing,South,Cash,Tech Solutions Ltd
TXN_001617,2024-02-05,CUST_5470,1708.2,,West,Card,Office Depot
TXN_001697,2024-02-05,CUST_1963,632.33,Legal,North,Transfer,Power Supply Co
TXN_001868,2024-02-05,CUST_9429,971.86,Marketing,South,Transfer,Stationary World
TXN_002122,2024-02-05,CUST_3023,906.05,Marketing,South,Card,Advisory Partners
TXN_002147,2024-02-05,CUST_2169,569.41,Legal,West,Direct Debit,Maintenance Services
TXN_002280,2024-02-05,CUST_8193,208.95,Legal,,Cash,Marketing Agency Ltd
TXN_002510,2024-02-05,CUST_2159,11770.85,Utilities,West,Card,Legal Advisors
TXN_002624,2024-02-05,CUST_5928,1824.01,Marketing,South,Direct Debit,Maintenance Services
TXN_002834,2024-02-05,CUST_1436,1273.6,Consulting,West,Card,City Hotel
TXN_003080,2024-02-05,CUST_6158,1444.83,Equipment,South,Card,Conference Center
TXN_003443,2024-02-05,CUST_9685,1191.33,marketing,North,Card,Cloud Services Inc
TXN_003898,2024-02-05,CUST_4318,586.33,,North,Direct Debit,Tech Solutions Ltd
TXN_004278,2024-02-05,CUST_3671,333.5,Office Supplies,South,Cash,Learning Academy
TXN_004540,2024-02-05,CUST_7911,,Consulting,East,Transfer,
TXN_004716,2024-02-05,CUST_1692,996.98,Office Supplies,North,Card,Legal Advisors
TXN_004728,2024-02-05,CUST_8933,565.51,Office Supplies,South,Card,Industrial Supply Co
TXN_004782,2024-02-05,CUST_9226,1512.14,Equipment,West,Card,
TXN_005021,2024-02-05,CUST_4084,1843.26,Consulting,North,Cash,City Hotel
TXN_006115,2024-02-05,CUST_7881,1362.22,Training,East,Direct Debit,Learning Academy
TXN_006321,2024-02-05,CUST_7657,912.72,Maintenance,North,Direct Debit,Advisory Partners
TXN_007288,2024-02-05,CUST_6411,196.74,Travel,West,Transfer,British Airways
TXN_007526,2024-02-05,CUST_6247,660.64,IT Services,West,Direct Debit,Stationary World
TXN_008547,2024-02-05,CUST_8750,239.04,Equipment,North,Direct Debit,Industrial Supply Co
TXN_008715,2024-02-05,CUST_1756,1512.07,Consulting,South,Cash,Office Depot
TXN_009024,2024-02-05,CUST_1890,16923.12,Office Supplies,West,Card,
TXN_000201,2024-02-06,CUST_2843,1034.36,Utilities,South,Card,City Hotel
TXN_001078,2024-02-06,CUST_9232,,Marketing,South,Cash,Cloud Services Inc
TXN_001080,2024-02-06,CUST_6796,1503.14,training,East,Card,Marketing Agency Ltd
TXN_001268,2024-02-06,CUST_2913,137.22,Consulting,East,Cash,Marketing Agency Ltd
TXN_002140,2024-02-06,CUST_1541,1878.01,Office Supplies,South,Cash,Office Depot
TXN_002370,2024-02-06,CUST_7980,1840.87,Office Supplies,West,Cash,Maintenance Services
TXN_003293,2024-02-06,CUST_9566,1487.97,IT Services,North,Cash,British Airways
TXN_003344,2024-02-06,CUST_8737,1022.99,Consulting,East,Cash,Software Vendor
TXN_003518,2024-02-06,CUST_2700,537.76,Travel,North,Card,Power Supply Co
TXN_003707,2024-02-06,CUST_2093,153.68,Marketing,Wst,Card,City Hotel
TXN_004196,2024-02-06,CUST_1268,1311.15,Travel,,Cash,Maintenance Services
TXN_007192,2024-02-06,CUST_4845,1349.09,Travel,West,Cash,Stationary World
TXN_007546,2024-02-06,CUST_5392,1209.6,Office Supplies,North,Card,Stationary World
TXN_007701,2024-02-06,CUST_7152,779.24,Maintenance,North,Direct Debit,British Airways
TXN_007709,2024-02-06,CUST_8872,786.42,Legal,South,Card,Office Depot
TXN_007778,2024-02-06,CUST_2403,74.95,training,South,Transfer,Advisory Partners
TXN_008647,2024-02-06,CUST_8624,1981.99,Maintenance,South,Transfer,
TXN_009250,2024-02-06,CUST_9860,1193.93,Marketing,West,Cash,Marketing Agency Ltd
TXN_009624,2024-02-06,CUST_2556,1503.3,Legal,East,Cash,Office Depot
TXN_009707,2024-02-06,CUST_6772,565.85,Utilities,East,Cash,Software Vendor
TXN_009831,2024-02-06,CUST_9955,231.71,,East,Direct Debit,Advisory Partners
TXN_000215,2024-02-07,CUST_1262,556.25,IT Services,South,Card,Legal Advisors
TXN_000250,2024-02-07,CUST_2218,959.31,Maintenance,North,Cash,Marketing Agency Ltd
TXN_000896,2024-02-07,CUST_3891,90.94,IT Services,East,Direct Debit,Cloud Services Inc
TXN_001290,2024-02-07,CUST_6370,,Travel,West,Direct Debit,Conference Center
TXN_001796,2024-02-07,CUST_5211,656.7,Travel,East,Card,British Airways
TXN_001846,2024-02-07,CUST_9785,1387.07,Utilities,East,Transfer,Learning Academy
TXN_001876,2024-02-07,CUST_8137,828.32,Consulting,North,Direct Debit,Advisory Partners
TXN_001882,2024-02-07,CUST_9734,1531.13,training,North,Transfer,Legal Advisors
TXN_002019,2024-02-07,CUST_9561,1788.59,IT Services,East,Cash,Power Supply Co
TXN_002031,2024-02-07,CUST_8569,276.32,Legal,West,Direct Debit,Power Supply Co
TXN_002105,2024-02-07,CUST_4983,1830.42,Utilities,,Direct Debit,City Hotel
TXN_002467,2024-02-07,CUST_5577,1447.32,maintenance,East,Transfer,
TXN_003055,2024-02-07,CUST_3743,,Office Supplies,North,Direct Debit,Conference Center
TXN_004335,2024-02-07,CUST_7799,565.78,Utilities,North,Cash,Office Depot
TXN_004388,2024-02-07,CUST_9975,1623.61,Travel,South,Cash,Tech Solutions Ltd
TXN_004460,2024-02-07,CUST_3842,1186.81,Consulting,South,Cash,Advisory Partners
TXN_004938,2024-02-07,CUST_7487,142.72,Training,East,Transfer,Industrial Supply Co
TXN_005449,2024-02-07,CUST_5633,1941.26,Equipment,North,Cash,Legal Advisors
TXN_005826,2024-02-07,CUST_1880,108.5,Maintenance,East,Card,Conference Center
TXN_005840,2024-02-07,CUST_7752,1017.47,Training,South,Card,
TXN_006165,2024-02-07,CUST_1386,239.87,,South,Card,Marketing Agency Ltd
TXN_006841,2024-02-07,CUST_2387,972.81,Utilities,North,Transfer,
TXN_007086,2024-02-07,CUST_3738,1839.69,Consulting,North,Card,Cloud Services Inc
TXN_007212,2024-02-07,CUST_9705,1655.95,IT Services,East,Transfer,Marketing Agency Ltd
TXN_007258,2024-02-07,CUST_2353,209.93,Marketing,West,Card,Maintenance Services
TXN_007487,2024-02-07,CUST_8382,409.1,training,North,Transfer,Maintenance Services
TXN_008919,2024-02-07,CUST_9000,1449.26,Legal,South,Card,Learning Academy
TXN_008931,2024-02-07,CUST_3865,596.62,Marketing,East,Card,City Hotel
TXN_008937,2024-02-07,CUST_1065,591.57,Marketing,South,Transfer,Cloud Services Inc
TXN_009107,2024-02-07,CUST_8260,1058.78,Utilities,East,Direct Debit,Office Depot
TXN_009792,2024-02-07,CUST_8254,1212.47,Maintenance,North,Card,Conference Center
TXN_009947,2024-02-07,CUST_9998,1679.08,IT Services,East,Card,Learning Academy
TXN_000379,2024-02-08,CUST_5070,784.16,,West,Card,Tech Solutions Ltd
TXN_000736,2024-02-08,CUST_3797,1667.17,Maintenance,North,Card,Tech Solutions Ltd
TXN_001184,2024-02-08,CUST_2500,1515.52,Office Supplies,South,Cash,Office Depot
TXN_001334,2024-02-08,CUST_3064,252.44,Consulting,West,Cash,Cloud Services Inc
TXN_001400,2024-02-08,CUST_2607,394.92,Marketing,East,Direct Debit,
TXN_001523,2024-02-08,CUST_7675,1829.26,it services,East,Card,
TXN_003088,2024-02-08,CUST_2636,19733.33,Utilities,South,Transfer,Legal Advisors
TXN_003349,2024-02-08,CUST_7241,739.06,Marketing,West,Transfer,Office Depot
TXN_003365,2024-02-08,CUST_8519,914.86,Training,North,Direct Debit,Conference Center
TXN_003548,2024-02-08,CUST_6628,1062.39,,South,Transfer,Learning Academy
TXN_004208,2024-02-08,CUST_3618,535.74,Equipment,North,Direct Debit,Advisory Partners
TXN_004299,2024-02-08,CUST_1224,10556.21,Maintenance,East,Cash,Stationary World
TXN_004680,2024-02-08,CUST_9864,766.26,Maintenance,East,Cash,British Airways
TXN_004722,2024-02-08,CUST_6209,821.78,Office Supplies,North,Cash,City Hotel
TXN_005648,2024-02-08,CUST_4159,1902.84,Equipment,North,Card,City Hotel
TXN_006164,2024-02-08,CUST_9880,1319.92,,,Cash,Office Depot
TXN_007335,2024-02-08,CUST_3711,527.06,Maintenance,South,Card,Industrial Supply Co
TXN_007907,2024-02-08,CUST_6827,,Consulting,West,Direct Debit,
TXN_008680,2024-02-08,CUST_6403,1252.62,Legal,North,Transfer,Software Vendor
TXN_009347,2024-02-08,CUST_2485,100.12,Office Supplies,South,Card,Software Vendor
TXN_009404,2024-02-08,CUST_8822,822.36,Legal,South,Cash,Legal Advisors
TXN_009616,2024-02-08,CUST_8475,1228.68,Travel,South,Card,Cloud Services Inc
TXN_000085,2024-02-09,CUST_6258,77.94,Marketing,South,Cash,Learning Academy
TXN_000691,2024-02-09,CUST_7031,9884.73,utilities,West,Card,Cloud Services Inc
TXN_000831,2024-02-09,CUST_4530,1462.2,Utilities,South,Direct Debit,Legal Advisors
TXN_001723,2024-02-09,CUST_7284,126.03,Travel,South,Transfer,Learning Academy
TXN_001857,2024-02-09,CUST_5225,477.05,office supplies,South,Cash,Maintenance Services
TXN_002317,2024-02-09,CUST_5135,1250.96,Utilities,South,Card,Maintenance Services
TXN_003285,2024-02-09,CUST_4731,1973.04,Legal,West,Card,Learning Academy
TXN_003612,2024-02-09,CUST_9923,644.34,Training,North,Direct Debit,Software Vendor
TXN_003691,2024-02-09,CUST_5251,162.67,Consulting,North,Direct Debit,Learning Academy
TXN_004178,2024-02-09,CUST_5117,1310.84,Equipment,South,Transfer,Software Vendor
TXN_004254,2024-02-09,CUST_9849,661.57,Utilities,North,Card,
TXN_005370,2024-02-09,CUST_5920,732.27,Legal,North,Transfer,City Hotel
TXN_006491,2024-02-09,CUST_6782,1480.87,Training,East,Direct Debit,Cloud Services Inc
TXN_006928,2024-02-09,CUST_8246,1073.24,Training,North,Transfer,Advisory Partners
TXN_007272,2024-02-09,CUST_4671,1425.69,IT Services,West,Cash,Legal Advisors
TXN_007352,2024-02-09,CUST_7697,16843.61,Consulting,North,Cash,Learning Academy
TXN_007573,2024-02-09,CUST_9444,878.03,,West,Cash,Advisory Partners
TXN_007710,2024-02-09,CUST_6310,1708.29,Office Supplies,West,Cash,
TXN_008471,2024-02-09,CUST_4080,1031.11,Utilities,North,Transfer,
TXN_009661,2024-02-09,CUST_7201,141.16,Travel,South,Cash,Conference Center
TXN_000932,2024-02-10,CUST_2645,1932.05,Maintenance,West,Card,Conference Center
TXN_001170,2024-02-10,CUST_9238,1823.47,Legal,North,Cash,Tech Solutions Ltd
TXN_001460,2024-02-10,CUST_1917,1735.86,Maintenance,South,Card,Marketing Agency Ltd
TXN_002074,2024-02-10,CUST_7251,775.46,Equipment,West,Direct Debit,Conference Center
TXN_002193,2024-02-10,CUST_8736,1860.16,Legal,North,Cash,Maintenance Services
TXN_002466,2024-02-10,CUST_4516,1570.85,Utilities,West,Direct Debit,Learning Academy
TXN_002780,2024-02-10,CUST_3841,813.06,IT Services,South,Transfer,City Hotel
TXN_004473,2024-02-10,CUST_9745,1579.7,Legal,West,Card,Learning Academy
TXN_004818,2024-02-10,CUST_3936,54.35,Legal,West,Cash,Maintenance Services
TXN_004894,2024-02-10,CUST_4729,17094.43,Maintenance,North,Cash,Maintenance Services
TXN_004956,2024-02-10,CUST_2462,,Marketing,North,Cash,Learning Academy
TXN_005160,2024-02-10,CUST_7054,704.12,Legal,West,Transfer,Software Vendor
TXN_005311,2024-02-10,CUST_8776,1816.81,Equipment,West,Transfer,Conference Center
TXN_005591,2024-02-10,CUST_9216,1770.8,,West,Cash,
TXN_005878,2024-02-10,CUST_6616,862.24,,East,Transfer,Advisory Partners
TXN_006047,2024-02-10,CUST_1639,184.17,Maintenance,West,Transfer,Tech Solutions Ltd
TXN_006813,2024-02-10,CUST_4867,1830.69,Utilities,East,Card,Legal Advisors
TXN_006961,2024-02-10,CUST_5151,178.44,Utilities,North,Direct Debit,Conference Center
TXN_007413,2024-02-10,CUST_1832,1258.31,Consulting,North,Card,Industrial Supply Co
TXN_007741,2024-02-10,CUST_9338,,Utilities,West,Transfer,British Airways
TXN_008221,2024-02-10,CUST_7107,848.9,Marketing,East,Cash,City Hotel
TXN_008553,2024-02-10,CUST_1227,1552.64,training,East,Transfer,Legal Advisors
TXN_009410,2024-02-10,CUST_9554,955.1,it services,West,Direct Debit,Industrial Supply Co
TXN_009969,2024-02-10,CUST_2291,1941.71,Travel,South,Card,Office Depot
TXN_000067,2024-02-11,CUST_7863,15478.7,Travel,East,Direct Debit,Industrial Supply Co
TXN_000090,2024-02-11,CUST_4561,,Travel,South,Direct Debit,Cloud Services Inc
TXN_000262,2024-02-11,CUST_4354,1782.9,IT Services,West,Card,Cloud Services Inc
TXN_000381,2024-02-11,CUST_8004,1775.28,Consulting,North,Card,Software Vendor
TXN_001256,2024-02-11,CUST_2389,1574.61,Consulting,East,Cash,City Hotel
TXN_001968,2024-02-11,CUST_4631,1916.21,IT Services,West,Card,Power Supply Co
TXN_002350,2024-02-11,CUST_1226,87.87,Office Supplies,North,Direct Debit,Conference Center
TXN_002649,2024-02-11,CUST_8597,1729.22,Office Supplies,North,Transfer,Software Vendor
TXN_003537,2024-02-11,CUST_5729,1891.7,Equipment,South,Card,Conference Center
TXN_004061,2024-02-11,CUST_4359,14290.17,,Nrth,Direct Debit,Power Supply Co
TXN_004647,2024-02-11,CUST_7448,1410.92,training,North,Transfer,Learning Academy
TXN_004997,2024-02-11,CUST_5616,1157.43,Travel,East,Direct Debit,Marketing Agency Ltd
TXN_005046,2024-02-11,CUST_2167,651.78,Travel,North,Card,Power Supply Co
TXN_005191,2024-02-11,CUST_6718,694.17,utilities,West,Card,Marketing Agency Ltd
TXN_005903,2024-02-11,CUST_1203,1635.0,it services,South,Transfer,Stationary World
TXN_006001,2024-02-11,CUST_3379,1840.9,Training,East,Card,
TXN_006038,2024-02-11,CUST_2036,70.26,Marketing,South,Direct Debit,Cloud Services Inc
TXN_006354,2024-02-11,CUST_1681,682.59,Equipment,North,Transfer,Advisory Partners
TXN_006675,2024-02-11,CUST_8875,1057.74,marketing,North,Transfer,Cloud Services Inc
TXN_006752,2024-02-11,CUST_7261,1293.52,IT Services,West,Transfer,Software Vendor
TXN_006966,2024-02-11,CUST_3892,1364.09,training,West,Card,City Hotel
TXN_008474,2024-02-11,CUST_9009,12564.72,Travel,East,Cash,Tech Solutions Ltd
TXN_008770,2024-02-11,CUST_2145,10021.37,Marketing,North,Cash,Power Supply Co
TXN_008926,2024-02-11,CUST_7025,7759.96,Marketing,West,Transfer,City Hotel
TXN_009026,2024-02-11,CUST_2188,732.41,Legal,West,Card,
TXN_009085,2024-02-11,CUST_9150,,IT Services,North,Cash,Learning Academy
TXN_009830,2024-02-11,CUST_7645,323.48,training,North,Direct Debit,Marketing Agency Ltd
TXN_009967,2024-02-11,CUST_4442,1695.96,Equipment,South,Cash,Conference Center
TXN_000325,2024-02-12,CUST_7655,407.65,consulting,South,Direct Debit,Conference Center
